Year,Family,Genus,Reported.Taxon,Quantity,Unit,Importer,Exporter,Origin,Purpose,Source,Reporter.Type
2018,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,23007,kg,MX,CR,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,1600,kg,ES,MA,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,10159,kg,JP,ES,,T,O,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,618.5,kg,HK,ID,,T,W,I
2021,Sphyrnidae,Sphyrna,Sphyrna lewini,69.25,kg,HK,ID,,T,W,I
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,515,kg,HK,MX,,T,W,I
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,124.47,kg,HK,MX,,T,W,I
2019,Alopiidae,Alopias,Alopias pelagicus,379.15,kg,HK,CR,,T,W,I
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1137.15,kg,HK,CR,,T,W,I
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,383.76,kg,HK,SV,,T,W,E
2019,Sphyrnidae,Sphyrna,Sphyrna lewini,217.63,kg,HK,SV,,T,W,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,23000,kg,MX,CR,,T,W,I
2021,Lamnidae,Isurus,Isurus oxyrinchus,1385,kg,SG,NAM,,T,W,I
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,295.67,kg,HK,SV,,T,W,E
2019,Sphyrnidae,Sphyrna,Sphyrna lewini,121.5,kg,HK,SV,,T,W,E
2021,Alopiidae,Alopias,Alopias pelagicus,2519.15,kg,PE,EC,,T,W,I
2021,Alopiidae,Alopias,Alopias superciliosus,700,kg,PE,EC,,T,W,I
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,800,kg,PE,EC,,T,W,I
2021,Alopiidae,Alopias,Alopias pelagicus,652.05,kg,PE,EC,,T,W,I
2021,Alopiidae,Alopias,Alopias superciliosus,538.64,kg,PE,EC,,T,W,I
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,193.15,kg,PE,EC,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,24850,kg,KR,TW,,T,W,I
2021,Lamnidae,Isurus,Isurus oxyrinchus,1500,kg,HK,OM,,T,W,I
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,912.24,kg,HK,MX,,T,W,I
2021,Sphyrnidae,Sphyrna,Sphyrna lewini,93.14,kg,HK,MX,,T,W,I
2021,Alopiidae,Alopias,Alopias pelagicus,8330,kg,PE,EC,,T,W,I
2014,Lamnidae,Lamna,Lamna nasus,159,kg,DK,NO,,T,W,I
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,24000,kg,MX,CR,,T,,E
2017,Alopiidae,Alopias,Alopias pelagicus,1126.66,kg,CN,MX,,T,O,E
2017,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,971,kg,CN,MX,,T,O,E
2022,Alopiidae,Alopias,Alopias pelagicus,7848,kg,PE,EC,,T,W,E
2020,Alopiidae,Alopias,Alopias pelagicus,291.8,kg,HK,MX,,T,W,I
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,119,kg,HK,MX,,T,W,I
2021,Sphyrnidae,Sphyrna,Sphyrna lewini,209.5,kg,HK,MX,,T,W,I
2022,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,900,kg,HK,LK,,T,W,E
2022,Lamnidae,Isurus,Isurus oxyrinchus,250,kg,HK,LK,,T,W,E
2022,Lamnidae,Isurus,Isurus paucus,250,kg,HK,LK,,T,W,E
2022,Sphyrnidae,Sphyrna,Sphyrna lewini,500,kg,HK,LK,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,16240,kg,ES,EC,,T,W,I
2019,Sphyrnidae,Sphyrna,Sphyrna zygaena,657,kg,HK,MX,,T,W,I
2017,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,80,kg,HK,PE,,T,W,E
2020,Alopiidae,Alopias,Alopias pelagicus,40.5,kg,CN,MX,,T,W,E
2020,Sphyrnidae,Sphyrna,Sphyrna lewini,229.6,kg,CN,MX,,T,W,E
2022,Myliobatidae,Mobula,Mobula japanica,45,kg,HK,LK,,T,W,E
2022,Myliobatidae,Mobula,Mobula spp.,35,kg,HK,LK,,T,W,E
2022,Myliobatidae,Mobula,Mobula tarapacana,45,kg,HK,LK,,T,W,E
2020,Sphyrnidae,Sphyrna,Sphyrna lewini,570.36,kg,CN,MX,,T,W,E
2019,Myliobatidae,Mobula,Mobula spp.,219.1,kg,HK,IN,,T,W,I
2019,Myliobatidae,Mobula,Mobula spp.,72.1,kg,HK,IN,,T,W,I
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1200,kg,HK,LK,,T,W,E
2021,Alopiidae,Alopias,Alopias pelagicus,4461.94,kg,HK,PE,,T,W,E
2021,Alopiidae,Alopias,Alopias superciliosus,485.98,kg,HK,PE,,T,W,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,616.15,kg,HK,PE,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,275.4,kg,HK,PE,,T,W,E
2019,Alopiidae,Alopias,Alopias pelagicus,1144,kg,CN,MX,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,4243.4,kg,SG,SN,,T,W,I
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,86,kg,CN,MX,,T,W,E
2020,Alopiidae,Alopias,Alopias pelagicus,174,kg,CN,MX,,T,W,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,122.9,kg,HK,ID,,T,W,I
2022,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1600,kg,HK,LK,,T,W,E
2022,Lamnidae,Isurus,Isurus paucus,400,kg,HK,LK,,T,W,E
2022,Sphyrnidae,Sphyrna,Sphyrna zygaena,400,kg,HK,LK,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,9700,kg,ES,EC,,T,W,I
2020,Alopiidae,Alopias,Alopias pelagicus,4180,kg,HK,PE,,T,W,I
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1180,kg,HK,LK,,T,W,E
2018,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,520,kg,HK,LK,,T,W,E
2019,Myliobatidae,Mobula,Mobula japanica,150,kg,HK,LK,,T,W,E
2019,Myliobatidae,Mobula,Mobula tarapacana,200,kg,HK,LK,,T,W,E
2009,Pristidae,Anoxypristis,Anoxypristis cuspidata,1.00E-04,mg,US,AU,,S,W,I
2009,Pristidae,Pristis,Pristis clavata,1.00E-04,mg,US,AU,,S,W,I
2009,Pristidae,Pristis,Pristis microdon,1.00E-04,mg,US,AU,,S,W,I
2009,Pristidae,Pristis,Pristis zijsron,1.00E-04,mg,US,AU,,S,W,I
2020,Lamnidae,Isurus,Isurus spp.,176.9,kg,HK,ID,,T,O,E
2020,Sphyrnidae,Sphyrna,Sphyrnidae spp.,10426.4,kg,HK,ID,,T,O,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,158.06,kg,HK,ID,,T,W,I
2021,Lamnidae,Isurus,Isurus oxyrinchus,708,kg,KR,TW,,T,W,I
2021,Lamnidae,Isurus,Isurus oxyrinchus,148.95,kg,PE,EC,,T,W,I
2021,Lamnidae,Isurus,Isurus oxyrinchus,20764,kg,IT,NAM,,T,W,E
2017,Sphyrnidae,Sphyrna,Sphyrna lewini,1230,kg,CN,MX,,T,W,E
2017,Sphyrnidae,Sphyrna,Sphyrna lewini,105,kg,HK,SV,,T,W,I
2021,Lamnidae,Isurus,Isurus oxyrinchus,1022,kg,KR,NAM,,T,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,4000,kg,TW,VU,,T,W,E
2019,Alopiidae,Alopias,Alopias pelagicus,22,kg,US,NI,,T,W,I
2019,Sphyrnidae,Sphyrna,Sphyrna lewini,20,kg,US,NI,,T,W,I
2019,Sphyrnidae,Sphyrna,Sphyrna mokarran,40,kg,US,NI,,T,W,I
2021,Lamnidae,Isurus,Isurus oxyrinchus,1191.6,kg,SG,SN,,T,W,I
2020,Alopiidae,Alopias,Alopias pelagicus,249.2,kg,CN,MX,,T,W,E
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,110.6,kg,CN,MX,,T,W,E
2020,Sphyrnidae,Sphyrna,Sphyrna zygaena,391,kg,CN,MX,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,1028.64,kg,SG,PE,,T,W,I
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,23000,kg,MX,CR,,T,W,I
2021,Lamnidae,Isurus,Isurus oxyrinchus,4548,kg,ES,NAM,,T,W,I
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,570,kg,HK,LK,,T,W,E
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,403.1,kg,CN,MX,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,21335,kg,KR,TW,,T,W,I
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,142.05,kg,HK,ID,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,3980,kg,TW,VU,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,9694,kg,HS,ES,HS,T,X,E
2018,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,960,kg,HK,LK,,T,W,E
2019,Alopiidae,Alopias,Alopias pelagicus,711.35,kg,HK,CR,,,,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,2187.9,kg,HK,CR,,,,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,482,kg,KR,TW,,T,W,I
2020,Alopiidae,Alopias,Alopias superciliosus,500,kg,HK,OM,,T,W,E
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,2100,kg,HK,OM,,T,W,E
2020,Carcharhinidae,Carcharhinus,Carcharhinus longimanus,70,kg,HK,OM,,T,W,E
2020,Sphyrnidae,Sphyrna,Sphyrna mokarran,600,kg,HK,OM,,T,W,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,717.24,kg,HK,MX,,T,W,I
2021,Carcharhinidae,Carcharhinus,Carcharhinus longimanus,1000,kg,HK,YE,,T,W,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,380,kg,HK,MX,,T,W,I
2021,Lamnidae,Isurus,Isurus oxyrinchus,1742,kg,KR,TW,,T,W,I
2021,Alopiidae,Alopias,Alopias spp.,500,kg,HK,YE,,T,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,839,kg,SG,NAM,,T,W,I
2021,Lamnidae,Isurus,Isurus oxyrinchus,200,kg,HK,LK,,T,W,E
2021,Lamnidae,Isurus,Isurus paucus,100,kg,HK,LK,,T,W,E
2021,Alopiidae,Alopias,Alopias superciliosus,89.15,kg,PE,EC,,T,W,I
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,400,kg,PE,EC,,T,W,I
2021,Lamnidae,Isurus,Isurus oxyrinchus,63,kg,PE,EC,,T,W,I
2019,Sphyrnidae,Sphyrna,Sphyrna lewini,310,kg,CN,MX,,T,W,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,257.86,kg,HK,MX,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,26680,kg,PT,NAM,,T,W,E
2020,Alopiidae,Alopias,Alopias pelagicus,100,kg,CN,MX,,T,W,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,570,kg,HK,MX,,T,W,I
2021,Lamnidae,Isurus,Isurus oxyrinchus,1898,kg,KR,TW,,T,W,I
2020,Sphyrnidae,Sphyrna,Sphyrna zygaena,100,kg,CN,SN,,T,W,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,173.1,kg,HK,MX,,T,W,I
2022,Alopiidae,Alopias,Alopias vulpinus,2408.6,kg,US,NI,,T,W,E
2018,Carcharhinidae,Carcharhinus,Carcharhinus longimanus,50,kg,HK,YE,,T,W,E
2018,Sphyrnidae,Sphyrna,Sphyrna zygaena,1371,kg,CN,MX,,T,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,4326,kg,KR,TW,,T,W,I
2021,Alopiidae,Alopias,Alopias pelagicus,11914,kg,PE,EC,,T,W,I
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,190.76,kg,CN,MX,,T,W,E
2020,Sphyrnidae,Sphyrna,Sphyrna zygaena,434.8,kg,HK,MX,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,8224,kg,KR,TW,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,6994,kg,KR,TW,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,4945,kg,KR,TW,,T,W,I
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,411.3,kg,CN,MX,,T,W,E
2021,Alopiidae,Alopias,Alopias spp.,713.3,kg,HK,SV,,T,W,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,4829.1,kg,HK,SV,,T,W,E
2019,Sphyrnidae,Sphyrna,Sphyrna zygaena,313.2,kg,HK,PE,,T,W,I
2017,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,222,kg,CN,MX,,T,O,E
2017,Sphyrnidae,Sphyrna,Sphyrna zygaena,1265,kg,CN,MX,,T,W,E
2022,Alopiidae,Alopias,Alopias pelagicus,4800,kg,PE,EC,,T,W,E
2022,Alopiidae,Alopias,Alopias superciliosus,200,kg,PE,EC,,T,W,E
2018,Sphyrnidae,Sphyrna,Sphyrna lewini,31.7,kg,HK,AU,,T,W,E
2018,Sphyrnidae,Sphyrna,Sphyrna mokarran,129.38,kg,HK,AU,,T,W,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,247.1,kg,HK,SV,,T,W,E
2018,Alopiidae,Alopias,Alopias vulpinus,5200,kg,HK,PE,,T,W,I
2019,Sphyrnidae,Sphyrna,Sphyrna lewini,110.58,kg,CN,MX,,T,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,9569,kg,KR,TW,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,1123,kg,KR,TW,,T,W,I
2022,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,2500,kg,SG,LK,,T,W,E
2022,Lamnidae,Isurus,Isurus oxyrinchus,150,kg,SG,LK,,T,W,E
2022,Sphyrnidae,Sphyrna,Sphyrna lewini,350,kg,SG,LK,,T,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,125,kg,KR,TW,,T,W,I
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,90.57,kg,CN,MX,,T,W,E
2022,Alopiidae,Alopias,Alopias pelagicus,6115,kg,PE,EC,,T,W,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,572.07,kg,CN,MX,,T,W,E
2020,Alopiidae,Alopias,Alopias pelagicus,237.69,kg,CN,MX,,T,W,E
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1150,kg,HK,LK,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,4370,kg,ES,NAM,,T,W,I
2021,Alopiidae,Alopias,Alopias superciliosus,180,kg,HK,OM,,T,W,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,220,kg,HK,OM,,T,W,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus longimanus,60,kg,HK,OM,,T,W,E
2021,Sphyrnidae,Sphyrna,Sphyrna zygaena,120,kg,HK,OM,,T,W,E
2022,Alopiidae,Alopias,Alopias pelagicus,8925,kg,PE,EC,,T,W,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1056,kg,HK,ID,,T,W,I
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,338,kg,HK,ID,,T,W,I
2018,Sphyrnidae,Sphyrna,Sphyrna zygaena,231.7,kg,HK,MX,,T,W,I
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,700,kg,HK,LK,,T,W,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,138.3,kg,SG,ES,,T,X,I
2021,Lamnidae,Isurus,Isurus oxyrinchus,11093.7,kg,SG,ES,,T,X,I
2019,Sphyrnidae,Sphyrna,Sphyrna zygaena,717.5,kg,HK,MX,,T,W,I
2017,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,323,kg,CN,MX,,T,O,E
2017,Sphyrnidae,Sphyrna,Sphyrna zygaena,1371,kg,CN,MX,,T,W,E
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1500,kg,HK,YE,,T,W,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1022,kg,HK,GT,,T,O,I
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1167,kg,HK,GT,,T,O,I
2022,Myliobatidae,Mobula,Mobula japanica,130,kg,HK,LK,,T,W,E
2022,Myliobatidae,Mobula,Mobula spp.,107,kg,HK,LK,,T,W,E
2022,Myliobatidae,Mobula,Mobula tarapacana,63,kg,HK,LK,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,26950,kg,PT,NAM,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,681,kg,KR,TW,,T,W,I
2021,Lamnidae,Isurus,Isurus oxyrinchus,1039,kg,KR,TW,,T,W,I
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,626.82,kg,HK,MX,,T,W,I
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,44.9,kg,HK,MX,,T,W,I
2022,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,91,kg,HK,NI,,T,W,E
2022,Sphyrnidae,Sphyrna,Sphyrna lewini,76,kg,HK,NI,,T,W,E
2022,Sphyrnidae,Sphyrna,Sphyrna mokarran,40,kg,HK,NI,,T,W,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,332.6,kg,HK,MX,,T,W,I
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,94,kg,CN,MX,,T,W,E
2020,Sphyrnidae,Sphyrna,Sphyrna lewini,70.3,kg,CN,MX,,T,W,E
2020,Sphyrnidae,Sphyrna,Sphyrna zygaena,355.4,kg,CN,MX,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,1685,kg,KR,TW,,T,W,I
2020,Myliobatidae,Mobula,Mobula japanica,450,kg,HK,LK,,T,W,E
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,117.23,kg,HK,MX,,T,W,I
2016,Sphyrnidae,Sphyrna,Sphyrna lewini,43.9,kg,HK,AU,,T,W,I
2016,Sphyrnidae,Sphyrna,Sphyrna lewini,48.98,kg,HK,AU,,T,W,I
2017,Sphyrnidae,Sphyrna,Sphyrna lewini,54,kg,HK,AU,,T,W,I
2016,Sphyrnidae,Sphyrna,Sphyrna mokarran,197.9,kg,HK,AU,,T,W,I
2016,Sphyrnidae,Sphyrna,Sphyrna mokarran,220.13,kg,HK,AU,,T,W,I
2017,Sphyrnidae,Sphyrna,Sphyrna mokarran,169.94,kg,HK,AU,,T,W,I
2016,Sphyrnidae,Sphyrna,Sphyrna lewini,655.6,kg,HK,SV,,T,W,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,340,kg,CN,MX,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,3387,kg,KR,TW,,T,W,I
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,717.24,kg,CN,MX,,T,W,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,294.5,kg,HK,MX,,T,W,I
2017,Sphyrnidae,Sphyrna,Sphyrna lewini,255.1,kg,HK,MX,,T,W,I
2017,Sphyrnidae,Sphyrna,Sphyrna zygaena,516.8,kg,HK,MX,,T,W,I
2019,Alopiidae,Alopias,Alopias spp.,1060,kg,HK,OM,,T,W,I
2019,Carcharhinidae,Carcharhinus,Carcharhinus longimanus,370,kg,HK,OM,,T,W,I
2021,Lamnidae,Isurus,Isurus oxyrinchus,2822,kg,CN,NAM,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,5805,kg,IT,NAM,,T,W,E
2019,Alopiidae,Alopias,Alopias pelagicus,5145,kg,US,EC,,T,W,E
2019,Alopiidae,Alopias,Alopias spp.,389.6,kg,HK,SV,,T,W,I
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1683.7,kg,HK,SV,,T,W,I
2019,Sphyrnidae,Sphyrna,Sphyrna lewini,92.85,kg,HK,SV,,T,W,I
2019,Sphyrnidae,Sphyrna,Sphyrna mokarran,89.8,kg,HK,SV,,T,W,I
2021,Sphyrnidae,Sphyrna,Sphyrna lewini,46.2,kg,HK,MX,,T,W,I
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,23000,kg,MX,CR,,,,E
2022,Lamnidae,Isurus,Isurus oxyrinchus,82,kg,HK,OM,,T,W,E
2022,Sphyrnidae,Sphyrna,Sphyrna zygaena,148,kg,HK,OM,,T,W,E
2017,Sphyrnidae,Sphyrna,Sphyrna lewini,135.45,kg,HK,MX,,T,W,E
2017,Sphyrnidae,Sphyrna,Sphyrna zygaena,581,kg,HK,MX,,T,W,E
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,24000,kg,MX,CR,,,,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,712,kg,KR,TW,,T,W,I
2021,Lamnidae,Isurus,Isurus oxyrinchus,25980,kg,NL,NAM,,T,W,E
2019,Myliobatidae,Mobula,Mobula tarapacana,217.25,kg,HK,IN,,T,W,E
2021,Sphyrnidae,Sphyrna,Sphyrna zygaena,455,kg,HK,PE,,T,W,E
2020,Sphyrnidae,Sphyrna,Sphyrna mokarran,114,kg,CN,MX,,T,W,E
2016,Sphyrnidae,Sphyrna,Sphyrna lewini,140.3,kg,HK,MX,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,486.8,kg,HK,PE,,T,W,E
2021,Myliobatidae,Mobula,Mobula japanica,400,kg,HK,LK,,T,W,E
2021,Myliobatidae,Mobula,Mobula spp.,150,kg,HK,LK,,T,W,E
2021,Myliobatidae,Mobula,Mobula tarapacana,200,kg,HK,LK,,T,W,E
2020,Sphyrnidae,Sphyrna,Sphyrna lewini,4.3,kg,HK,AU,,T,W,I
2020,Sphyrnidae,Sphyrna,Sphyrna mokarran,47.8,kg,HK,AU,,T,W,I
2021,Lamnidae,Isurus,Isurus oxyrinchus,87,kg,ES,SC,,T,W,I
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,790.14,kg,CN,MX,,T,W,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,650,kg,HK,NI,,T,W,I
2021,Sphyrnidae,Sphyrna,Sphyrna lewini,50,kg,HK,NI,,T,W,I
2021,Sphyrnidae,Sphyrna,Sphyrna mokarran,140,kg,HK,NI,,T,W,I
2020,Sphyrnidae,Sphyrna,Sphyrna zygaena,184.2,kg,CN,MX,,T,W,E
2019,Alopiidae,Alopias,Alopias superciliosus,600,kg,HK,OM,,T,W,I
2021,Lamnidae,Isurus,Isurus oxyrinchus,15490,kg,IT,NAM,,T,W,E
2019,Alopiidae,Alopias,Alopias pelagicus,180,kg,HK,GT,,T,W,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1675,kg,HK,GT,,T,W,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,973,kg,HK,GT,,T,W,E
2018,Alopiidae,Alopias,Alopias pelagicus,1500,kg,PE,EC,,T,O,E
2018,Alopiidae,Alopias,Alopias superciliosus,150,kg,PE,EC,,T,O,E
2018,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,50,kg,PE,EC,,T,O,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,14809,kg,KR,NAM,,T,W,I
2017,Alopiidae,Alopias,Alopias spp.,80.45,kg,HK,SV,,T,W,I
2017,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,722.2,kg,HK,SV,,T,W,I
2017,Sphyrnidae,Sphyrna,Sphyrna lewini,425.5,kg,HK,SV,,T,W,I
2017,Sphyrnidae,Sphyrna,Sphyrna mokarran,65.9,kg,HK,SV,,T,W,I
2021,Alopiidae,Alopias,Alopias pelagicus,2704.25,kg,HK,ID,,T,O,I
2018,Alopiidae,Alopias,Alopias vulpinus,4517,kg,HK,PE,,T,W,I
2019,Alopiidae,Alopias,Alopias vulpinus,44,kg,CN,SN,,T,W,E
2019,Sphyrnidae,Sphyrna,Sphyrna zygaena,30,kg,CN,SN,,T,W,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1119.78,kg,HK,ID,,T,W,I
2015,Sphyrnidae,Sphyrna,Sphyrna mokarran,240,kg,CN,MX,,T,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,57,kg,HK,NI,,T,W,E
2020,Sphyrnidae,Sphyrna,Sphyrna mokarran,265.3,kg,HK,NI,,T,W,E
2021,Alopiidae,Alopias,Alopias pelagicus,10400,kg,PE,EC,,T,W,I
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,42.5,kg,CN,MX,,T,W,E
2019,Sphyrnidae,Sphyrna,Sphyrna lewini,264.48,kg,CN,MX,,T,W,E
2017,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,460.05,kg,HK,SV,,T,W,I
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,562.21,kg,CN,MX,,T,W,E
2020,Sphyrnidae,Sphyrna,Sphyrna zygaena,20,kg,CN,MX,,T,W,E
2017,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,275,kg,HK,PE,,T,W,I
2021,Sphyrnidae,Sphyrna,Sphyrna mokarran,100,kg,HK,MX,,T,W,I
2022,Alopiidae,Alopias,Alopias pelagicus,7640,kg,PE,EC,,T,W,E
2022,Alopiidae,Alopias,Alopias superciliosus,360,kg,PE,EC,,T,W,E
2022,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1100,kg,PE,EC,,T,W,E
2022,Lamnidae,Isurus,Isurus oxyrinchus,60,kg,PE,EC,,T,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,1316,kg,TW,SC,,T,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,1328,kg,SG,NAM,,T,W,I
2019,Lamnidae,Isurus,Isurus oxyrinchus,54,kg,US,LK,,T,I,I
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,23000,kg,MX,CR,,T,,E
2020,Sphyrnidae,Sphyrna,Sphyrna lewini,600,kg,SG,LK,,T,W,E
2021,Sphyrnidae,Sphyrna,Sphyrna lewini,600,kg,SG,LK,,T,W,I
2018,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1100,kg,HK,LK,,T,W,E
2018,Myliobatidae,Mobula,Mobula japanica,175,kg,HK,LK,,T,W,E
2018,Myliobatidae,Mobula,Mobula tarapacana,125,kg,HK,LK,,T,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,3038,kg,KR,VU,,T,W,E
2017,Carcharhinidae,Carcharhinus,Carcharhinus longimanus,0.004,g,SV,CR,,S,W,E
2017,Sphyrnidae,Sphyrna,Sphyrna lewini,0.015,g,SV,CR,,S,W,E
2021,Sphyrnidae,Sphyrna,Sphyrna lewini,800,kg,HK,YE,,T,W,E
2018,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,23000,kg,MX,CR,,T,W,I
2021,Alopiidae,Alopias,Alopias pelagicus,1438.7,kg,PE,EC,,T,W,I
2021,Alopiidae,Alopias,Alopias superciliosus,203.3,kg,PE,EC,,T,W,I
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,903.3,kg,PE,EC,,T,W,I
